date2,QUOTA ALLOCATED, LOAD DRAWN (MW),LAOD SHEDDING (MW) (LOAD MANAGEMENT),TOTAL DEMAND (MW) 
12/25/2020,53762,49449,759,58647
12/26/2020,53821,49618,960,58647
12/27/2020,53820,46436,1806,58647
12/28/2020,54522,52221,1979,58647
12/29/2020,54712,53368,2335,58647
12/30/2020,54724,50271,2464,52735
12/31/2020,55001,50894,2214,53108
1/1/2021,456110,53708,913,54621
1/2/2021,55614,53389,1159,54548
1/3/2021,55598,48926,937,49863
1/4/2021,55592,50309,2855,53164
1/5/2021,55607,48317,3492,51809
1/6/2021,55634,50772,1544,52316
1/7/2021,55615,51478,1845,53323
1/8/2021,51608,46351,1869,48220
1/9/2021,49208,43851,1941,45792
1/10/2021,16350,16710,14797,31507
1/11/2021,40460,39478,9175,48653
1/12/2021,49603,49056,943,49999
1/13/2021,50018,49236,2373,51609
1/14/2021,50096,50999,1418,52417
1/15/2021,51728,52280,872,53152
1/16/2021,52219,51440,1004,52444
1/17/2021,52348,47067,854,47921
1/18/2021,52370,49176,2499,51675
1/19/2021,52382,48811,2434,51245
1/20/2021,52398,49618,2354,51972
1/21/2021,52477,48955,2042,50997
1/22/2021,52602,50729,675,51404
1/23/2021,52702,49561,884,50445
1/24/2021,52608,49478,847,50325
1/25/2021,52719,47688,1382,49070
1/26/2021,52693,48641,2207,50848
1/27/2021,52691,48620,2443,51063
1/28/2021,52391,46930,1959,48889
1/29/2021,51939,48707,824,49531
1/30/2021,51929,47633,1050,48683
1/31/2021,51929,47873,1050,48923
2/1/2021,51611,45618,1899,47517
2/2/2021,51550,47077,2303,49380
2/3/2021,52225,48296,1643,49939
2/4/2021,51006,47821,2200,50021
2/5/2021,49777,45717,703,46420
2/6/2021,49455,46396,622,47018
2/7/2021,51927,46630,870,47500
2/8/2021,49335,46861,1935,48796
2/9/2021,49997,47857,2524,50381
2/10/2021,49915,47658,2446,50104
2/11/2021,49807,48343,2114,50457
2/12/2021,50288,48971,1050,50021
2/13/2021,50355,48433,1063,49496
2/14/2021,50330,45161,1500,46661
2/15/2021,50276,46664,1361,48025
2/16/2021,50425,47549,2471,50020
2/17/2021,50613,48034,2346,50380
2/18/2021,50703,47287,2229,49516
2/19/2021,50741,49091,1242,50333
2/20/2021,50745,49042,892,49934
2/21/2021,50769,44658,644,45302
2/22/2021,50651,47562,1919,49481
2/23/2021,50862,48669,2265,50934
2/24/2021,51476,49958,2148,52106
2/25/2021,51659,50293,2194,52487
2/26/2021,52154,51881,756,52637
2/27/2021,54547,51438,1279,50536
2/28/2021,52505,51425,1358,52783
3/1/2021,51733,46185,5552,47469
3/2/2021,52151,51416,1039,52455
3/3/2021,52338,52123,1206,53329
3/4/2021,52487,51550,1854,53404
3/5/2021,53295,50494,703,51197
3/6/2021,53495,52390,905,53295
3/7/2021,53716,47539,1374,48913
3/8/2021,54940,50336,2191,52527
3/9/2021,58411,53663,1837,55500
3/10/2021,60734,53965,2191,56156
3/11/2021,59883,54331,2306,56637
3/12/2021,58596,53028,2352,55380
3/13/2021,57232,51559,897,52456
3/14/2021,54098,47785,881,48666
3/15/2021,54442,50599,2547,53146
3/16/2021,56562,53233,2669,55902
3/17/2021,59738,55098,2520,57618
3/18/2021,59544,57615,1259,58874
3/19/2021,63170,55110,860,55970
3/20/2021,61534,55147,1962,57109
3/21/2021,63790,45116,1947,47063
3/22/2021,52255,49913,2102,52015
3/23/2021,50370,45342,4057,49399
3/24/2021,56337,52415,2458,54873
3/25/2021,56811,54342,1943,56285
3/26/2021,60241,57382,832,58214
3/27/2021,60417,59464,945,60409
3/28/2021,62999,56794,1192,57986
3/29/2021,64233,60752,2721,63473
3/30/2021,63769,60796,2324,63120
3/31/2021,65237,62617,2477,65094
4/1/2021,63266,61097,1977,63074
4/2/2021,66890,62054,1127,63181
4/3/2021,69600,61167,915,62082
4/4/2021,69600,58177,1055,59232
4/5/2021,69600,62166,1149,63315
4/6/2021,66660,59093,3187,62280
4/7/2021,63700,59739,1820,61559
4/8/2021,63694,62796,1220,64016
4/9/2021,67055,64516,1029,65545
4/10/2021,67299,65334,1452,66786
4/11/2021,67414,61934,1561,63495
4/12/2021,72132,68267,1748,70015
4/13/2021,74187,71103,1876,72979
4/14/2021,73386,71883,1117,73000
4/15/2021,67056,64749,1711,66460
4/16/2021,66633,64294,766,65060
4/17/2021,69972,69064,822,69886
4/18/2021,64933,61115,667,61782
4/19/2021,65836,64166,816,64982
4/20/2021,68382,65196,2135,67331
4/21/2021,66126,62480,1164,63644
4/22/2021,65875,60476,1771,62247
4/23/2021,57861,51991,3101,55092
4/24/2021,62623,60107,955,61062
4/25/2021,63367,60039,819,60858
4/26/2021,70643,68795,1102,69897
4/27/2021,77195,75574,1168,76742
4/28/2021,82130,80222,1308,81530
4/29/2021,82781,81192,1431,82623
4/30/2021,84601,81378,1277,82655
5/1/2021,80683,79044,1272,80316
5/2/2021,80837,77209,2326,79535
5/3/2021,85907,82287,2830,85117
5/4/2021,87263,83054,2035,85089
5/5/2021,87276,81180,1260,82440
5/6/2021,86747,80706,1599,82305
5/7/2021,84722,78491,1105,79596
5/8/2021,80762,76117,1014,77131
5/9/2021,77769,73380,2060,75440
5/10/2021,75980,72802,1172,73974
5/11/2021,71795,68412,2005,70417
5/12/2021,71464,64556,2875,67431
5/13/2021,56067,49935,1828,51763
5/14/2021,55701,52565,1237,53802
5/15/2021,56921,52861,494,53355
5/16/2021,56921,52885,494,53379
5/17/2021,80574,75043,494,75537
5/18/2021,85216,77792,1545,79337
5/19/2021,84654,80327,1673,82000
5/20/2021,85082,78883,1985,80868
5/21/2021,84440,79570,1497,81067
5/22/2021,84497,78883,3573,82456
5/23/2021,80405,75579,1769,77348
5/24/2021,84596,79241,1675,80916
5/25/2021,86905,81829,2191,84020
5/26/2021,86498,84290,3393,87683
5/27/2021,89127,87556,4632,92188
5/28/2021,92792,91987,4974,96961
5/29/2021,94722,90307,5356,95663
5/30/2021,90374,86362,3532,89894
5/31/2021,87035,81290,13232,94522
6/1/2021,81353,72536,5186,77722
6/2/2021,87714,83265,2278,85543
6/3/2021,87464,79746,2731,82477
6/4/2021,88129,82872,1525,84397
6/5/2021,89268,85703,1710,87413
6/6/2021,90732,85424,1762,87186
6/7/2021,97215,94407,3892,98299
6/8/2021,97136,97468,6647,104115
6/9/2021,97781,98660,9650,108310
6/10/2021,96883,94870,9026,103896
6/11/2021,100115,98869,3982,102851
6/12/2021,99885,91958,3004,94962
6/13/2021,86897,71944,5419,77363
6/14/2021,91484,83550,2524,86074
6/15/2021,91304,84589,3268,87857
6/16/2021,90466,81940,1870,83810
6/17/2021,88151,80718,2418,83136
6/18/2021,94361,88543,2516,91059
6/19/2021,96436,90750,2423,93173
6/20/2021,91669,77350,4944,82294
6/21/2021,91064,82977,3286,86263
6/22/2021,97934,92092,3182,95274
6/23/2021,99426,94276,3903,98179
6/24/2021,99933,92975,3798,96773
6/25/2021,100821,94209,3894,98103
6/26/2021,97524,82789,4477,87266
6/27/2021,96983,87908,2319,90227
6/28/2021,94739,93599,6173,99772
6/29/2021,93039,94994,12233,107227
6/30/2021,94652,96026,13589,109615
7/1/2021,98164,98997,11175,110172
7/2/2021,102237,99516,5731,105247
7/3/2021,97687,91671,5121,96792
7/4/2021,97592,97343,3047,100390
7/5/2021,101535,101263,4194,105457
7/6/2021,104892,104662,5253,109915
7/7/2021,107602,107175,6170,113345
7/8/2021,108819,108338,6208,114546
7/9/2021,108367,107659,4311,111970
7/10/2021,101912,101422,5823,107245
7/11/2021,93651,93081,7328,100409
7/12/2021,91587,85330,6317,91647
7/13/2021,90568,85011,2668,87679
7/14/2021,93157,92528,2394,94922
7/15/2021,97417,96762,2872,99634
7/16/2021,99149,98535,5054,103589
7/17/2021,95391,95038,9540,104578
7/18/2021,96536,96384,8633,105017
7/19/2021,100412,99679,3784,103463
7/20/2021,76500,70939,6191,77130
7/21/2021,66819,63179,3796,66975
7/22/2021,70583,69769,1484,71253
7/23/2021,77727,77095,1653,78748
7/24/2021,85936,85190,2010,87200
7/25/2021,90918,90236,2161,92397
7/26/2021,96395,95951,2671,98622
7/27/2021,97403,96663,2438,99101
7/28/2021,95630,90280,2824,93104
7/29/2021,91727,87499,2512,90011
7/30/2021,94056,93451,2071,95522
7/31/2021,95233,94787,2669,97456
8/1/2021,90886,90156,2241,92397
8/2/2021,94094,92836,5301,98137
8/3/2021,95977,95250,4321,99571
8/4/2021,96575,95771,4060,99831
8/5/2021,99022,97982,4306,102288
8/6/2021,94216,93179,10902,104081
8/7/2021,96783,95837,2792,98629
8/8/2021,97629,96473,3397,99870
8/9/2021,96800,95727,3768,99495
8/10/2021,99437,98888,3138,102026
8/11/2021,101056,100319,3841,104160
8/12/2021,102977,102470,3510,105980
8/13/2021,105019,104138,3080,107218
8/14/2021,102789,102283,2853,105136
8/15/2021,101193,97973,2218,100191
8/16/2021,104460,103488,2587,106075
8/17/2021,104275,103207,2741,105948
8/18/2021,101820,101009,1875,102884
8/19/2021,100263,92763,932,89985
8/20/2021,101968,95969,5434,101403
8/21/2021,100962,95982,2430,98412
8/22/2021,98240,92090,2423,94513
8/23/2021,99359,95356,2612,97968
8/24/2021,100521,99522,3295,102817
8/25/2021,102221,101431,3361,104792
8/26/2021,102640,102105,2605,104710
8/27/2021,103670,102670,2141,104811
8/28/2021,103764,102695,1964,104659
8/29/2021,103651,98450,2958,101408
8/30/2021,103039,102187,2628,104815
8/31/2021,102066,98380,3538,101918
9/1/2021,99783,98583,3311,101894
9/2/2021,98074,96980,2201,99181
9/3/2021,93040,92068,2653,94721
9/4/2021,87836,86831,1657,88488
9/5/2021,89864,89118,1597,90715
9/6/2021,96512,95612,1971,97583
9/7/2021,100134,99533,2864,102397
9/8/2021,97038,95826,2466,98292
9/9/2021,90678,88549,3983,92532
9/10/2021,82646,75509,5128,80637
9/11/2021,74710,71511,3552,75063
9/12/2021,61743,60934,1963,62897
9/13/2021,69191,68061,2336,70397
9/14/2021,79396,78348,2208,80556
9/15/2021,84969,84008,2393,86401
9/16/2021,88451,87804,2656,90460
9/17/2021,90102,89327,1873,91200
9/18/2021,89188,88498,2051,90549
9/19/2021,88010,86931,2269,89200
9/20/2021,90809,90483,2259,92742
9/21/2021,84027,83366,3590,86956
9/22/2021,79187,78379,1844,80223
9/23/2021,77513,76461,1797,78258
9/24/2021,77590,76712,1274,77986
9/25/2021,80410,79891,1311,81202
9/26/2021,81768,80827,1493,82320
9/27/2021,85299,84676,2144,86820
9/28/2021,88266,87455,1478,88933
9/29/2021,90208,89626,1984,91610
9/30/2021,92756,92111,2386,94497
10/1/2021,92503,91809,1651,93460
10/2/2021,87782,83717,4081,87798
10/3/2021,84369,80321,1814,82135
10/4/2021,81842,75961,1952,77913
10/5/2021,81842,75961,1952,77913
10/6/2021,85574,83318,2289,85607
10/7/2021,79965,79653,4312,83965
10/8/2021,76109,74784,4347,79131
10/9/2021,82889,78777,1392,80169
10/10/2021,80053,76368,1790,78158
10/11/2021,78859,77979,1967,79946
10/12/2021,78346,77597,2089,79686
10/13/2021,77142,76207,1549,77756
10/14/2021,75214,74222,1133,75355
10/15/2021,73162,72113,1106,73219
10/16/2021,71594,70889,936,71825
10/17/2021,70087,68827,1523,70350
10/18/2021,69090,68327,2627,70954
10/19/2021,63856,62559,905,63464
10/20/2021,68957,67975,2746,70721
10/21/2021,68201,67073,2449,69522
10/22/2021,68783,67743,859,68602
10/23/2021,65989,60858,2121,62979
10/24/2021,56427,50170,1470,51640
10/25/2021,58478,57393,1955,59348
10/26/2021,58980,58008,2303,60311
10/27/2021,59606,55308,2408,57716
10/28/2021,55056,50180,1479,51659
10/29/2021,53743,52185,635,52820
10/30/2021,53024,51754,643,52397
10/31/2021,52740,50827,1155,51982
11/1/2021,52214,51227,1899,53126
11/2/2021,52452,51545,2599,54144
11/3/2021,54141,53024,2258,55282
11/4/2021,53485,52132,2250,54382
11/5/2021,53411,52212,1023,53235
11/6/2021,53030,52126,1114,53240
11/7/2021,50340,49369,937,50306
11/8/2021,51750,50799,2095,52894
11/9/2021,52641,51285,810,52095
11/10/2021,52763,51693,1068,52761
11/11/2021,51644,50427,2222,52649
11/12/2021,53319,52155,1007,53162
11/13/2021,53660,52482,972,53454
11/14/2021,53868,52634,1072,53706
11/15/2021,53148,51946,2036,53982
11/16/2021,53096,51557,2225,53782
11/17/2021,55921,55047,2180,57227
11/18/2021,57859,57002,1182,58184
11/19/2021,59980,58589,792,59381
11/20/2021,60089,59104,787,59891
11/21/2021,56904,56816,1185,58001
11/22/2021,57805,57002,1705,58707
11/23/2021,57673,56380,2327,58707
11/24/2021,58009,57683,2226,59909
11/25/2021,59242,59053,2031,61084
11/26/2021,60464,60330,698,61028
11/27/2021,60246,59649,646,60295
11/28/2021,58214,54928,1329,56257
11/29/2021,58106,57417,1856,59273
11/30/2021,58644,57947,2101,60048
12/1/2021,58427,57985,1985,59970
12/2/2021,58786,58403,1061,59464
12/3/2021,58969,58672,653,59325
12/4/2021,58975,58802,719,59521
12/5/2021,56157,55639,1021,56660
12/6/2021,58603,58136,2203,60339
12/7/2021,58784,58043,2268,60311
12/8/2021,59223,58486,1958,60444
12/9/2021,59293,58852,2048,60900
12/10/2021,59642,50701,649,51350
12/11/2021,60729,49381,728,50109
12/12/2021,57530,42669,1011,43680
12/13/2021,57220,45403,1928,47331
12/14/2021,57775,46309,2702,49011
12/15/2021,54578,41966,2992,44958
12/16/2021,57503,42478,4040,46518
12/17/2021,63172,55098,2595,57693
12/18/2021,66202,58106,1009,59115
12/19/2021,65572,56980,1136,58116
12/20/2021,65756,60107,2109,62216
12/21/2021,66683,64132,2825,66957
12/22/2021,67190,61905,2241,64146
12/23/2021,67123,61705,2300,64005
12/24/2021,67315,62631,770,63401
12/25/2021,64041,57370,686,58056
12/26/2021,62493,52956,1383,54339
12/27/2021,65383,58255,2213,60468
12/28/2021,65386,60150,2641,62791
12/29/2021,65609,61254,2031,63285
12/30/2021,65764,60989,2027,63016
12/31/2021,65416,60801,740,61541
